Period,value,MAGNTUDE,Group,Region,Industry
2016,45105.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2017,49348.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2018,52219.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2019,54899.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2020,56508.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2021,57334.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2022,61542.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2023,64462.0,0,"Gross domestic product per person, by region",Bay of Plenty,Total
2000,20918.0,0,"Gross domestic product per person, by region",Gisborne,Total
2001,22147.0,0,"Gross domestic product per person, by region",Gisborne,Total
2002,23257.0,0,"Gross domestic product per person, by region",Gisborne,Total
2003,23740.0,0,"Gross domestic product per person, by region",Gisborne,Total
2004,23923.0,0,"Gross domestic product per person, by region",Gisborne,Total
2005,25193.0,0,"Gross domestic product per person, by region",Gisborne,Total
2006,25528.0,0,"Gross domestic product per person, by region",Gisborne,Total
2007,27561.0,0,"Gross domestic product per person, by region",Gisborne,Total
2008,28479.0,0,"Gross domestic product per person, by region",Gisborne,Total
2009,30052.0,0,"Gross domestic product per person, by region",Gisborne,Total
2010,30714.0,0,"Gross domestic product per person, by region",Gisborne,Total
2011,32319.0,0,"Gross domestic product per person, by region",Gisborne,Total
2012,33241.0,0,"Gross domestic product per person, by region",Gisborne,Total
2013,33177.0,0,"Gross domestic product per person, by region",Gisborne,Total
2014,34032.0,0,"Gross domestic product per person, by region",Gisborne,Total
2015,35155.0,0,"Gross domestic product per person, by region",Gisborne,Total
2016,36969.0,0,"Gross domestic product per person, by region",Gisborne,Total
2017,38146.0,0,"Gross domestic product per person, by region",Gisborne,Total
2018,40808.0,0,"Gross domestic product per person, by region",Gisborne,Total
2019,43762.0,0,"Gross domestic product per person, by region",Gisborne,Total
2020,44120.0,0,"Gross domestic product per person, by region",Gisborne,Total
2021,47562.0,0,"Gross domestic product per person, by region",Gisborne,Total
2022,48651.0,0,"Gross domestic product per person, by region",Gisborne,Total
2023,50955.0,0,"Gross domestic product per person, by region",Gisborne,Total
2000,24692.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2001,26528.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2002,28139.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2003,29538.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2004,31346.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2005,33496.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2006,34212.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2007,35114.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2008,34253.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2009,35499.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2010,35729.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2011,37643.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2012,38629.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2013,39694.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2014,41357.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2015,41505.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2016,42548.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2017,45595.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2018,48329.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2019,49586.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2020,51616.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2021,53337.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2022,58324.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2023,61977.0,0,"Gross domestic product per person, by region",Hawke's Bay,Total
2000,36085.0,0,"Gross domestic product per person, by region",Taranaki,Total
2001,44227.0,0,"Gross domestic product per person, by region",Taranaki,Total
2002,45334.0,0,"Gross domestic product per person, by region",Taranaki,Total
2003,43953.0,0,"Gross domestic product per person, by region",Taranaki,Total
2004,43591.0,0,"Gross domestic product per person, by region",Taranaki,Total
2005,43874.0,0,"Gross domestic product per person, by region",Taranaki,Total
2006,45441.0,0,"Gross domestic product per person, by region",Taranaki,Total
2007,53275.0,0,"Gross domestic product per person, by region",Taranaki,Total
2008,76617.0,0,"Gross domestic product per person, by region",Taranaki,Total
2009,78664.0,0,"Gross domestic product per person, by region",Taranaki,Total
2010,75106.0,0,"Gross domestic product per person, by region",Taranaki,Total
2011,77700.0,0,"Gross domestic product per person, by region",Taranaki,Total
2012,76733.0,0,"Gross domestic product per person, by region",Taranaki,Total
2013,76884.0,0,"Gross domestic product per person, by region",Taranaki,Total
2014,81128.0,0,"Gross domestic product per person, by region",Taranaki,Total
2015,78452.0,0,"Gross domestic product per person, by region",Taranaki,Total
2016,67061.0,0,"Gross domestic product per person, by region",Taranaki,Total
2017,66815.0,0,"Gross domestic product per person, by region",Taranaki,Total
2018,73641.0,0,"Gross domestic product per person, by region",Taranaki,Total
2019,73690.0,0,"Gross domestic product per person, by region",Taranaki,Total
2020,74545.0,0,"Gross domestic product per person, by region",Taranaki,Total
2021,69794.0,0,"Gross domestic product per person, by region",Taranaki,Total
2022,76424.0,0,"Gross domestic product per person, by region",Taranaki,Total
2023,80072.0,0,"Gross domestic product per person, by region",Taranaki,Total
2000,22091.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2001,23764.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2002,25543.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2003,25604.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2004,27168.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2005,28885.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2006,30992.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2007,31644.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2008,34254.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2009,33796.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2010,35368.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2011,37034.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2012,37717.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2013,37779.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2014,40083.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2015,40141.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2016,40800.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2017,42189.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2018,44976.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2019,47104.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2020,48996.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2021,51546.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2022,55518.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2023,59010.0,0,"Gross domestic product per person, by region",Manawatu-Whanganui,Total
2000,39421.0,0,"Gross domestic product per person, by region",Wellington,Total
2001,39733.0,0,"Gross domestic product per person, by region",Wellington,Total
2002,42198.0,0,"Gross domestic product per person, by region",Wellington,Total
2003,43572.0,0,"Gross domestic product per person, by region",Wellington,Total
2004,44967.0,0,"Gross domestic product per person, by region",Wellington,Total
2005,46751.0,0,"Gross domestic product per person, by region",Wellington,Total
2006,49226.0,0,"Gross domestic product per person, by region",Wellington,Total
2007,50023.0,0,"Gross domestic product per person, by region",Wellington,Total
2008,53354.0,0,"Gross domestic product per person, by region",Wellington,Total
2009,54303.0,0,"Gross domestic product per person, by region",Wellington,Total
2010,56688.0,0,"Gross domestic product per person, by region",Wellington,Total
2011,57432.0,0,"Gross domestic product per person, by region",Wellington,Total
2012,60195.0,0,"Gross domestic product per person, by region",Wellington,Total
2013,61037.0,0,"Gross domestic product per person, by region",Wellington,Total
2014,63030.0,0,"Gross domestic product per person, by region",Wellington,Total
2015,64806.0,0,"Gross domestic product per person, by region",Wellington,Total
2016,66094.0,0,"Gross domestic product per person, by region",Wellington,Total
2017,68569.0,0,"Gross domestic product per person, by region",Wellington,Total
2018,70346.0,0,"Gross domestic product per person, by region",Wellington,Total
2019,71881.0,0,"Gross domestic product per person, by region",Wellington,Total
2020,76263.0,0,"Gross domestic product per person, by region",Wellington,Total
